Unnamed: 0,surfactant,nanoparticle,concentration,run_id,bd_row_idx,bd_t [s],bd_BC [mm?²],bd_M?B?A? [µm²],bd_SD M?B?A? [µm²],bd_R_avg [Âµm],bd_Ravg [µm],bd_R21 [µm],bd_R32 [µm],bd_v,bd_w,hd_t [s],hd_h_foam [mm],hd_h_liquid [mm],hd_h_total [mm],hd_V_foam [mL],hd_V_liquid [mL],hd_V_total [mL],hd_FVS [%],hd_FLS [%],hd_T [°C],frame_path
4426,Bioterg i wt.%,MnO2,0.0125,1,146,794.93,0.601,,,,,,,1.0,0.0,794.99,,,,,,,27.5,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_209.png
4427,Bioterg i wt.%,MnO2,0.0125,1,147,799.93,0.579,,,,,,,1.0,1.0,799.99,,,,,,,27.3,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_210.png
4428,Bioterg i wt.%,MnO2,0.0125,1,148,804.93,0.615,,,,,,,1.0,1.0,804.99,,,,,,,27.3,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_211.png
4429,Bioterg i wt.%,MnO2,0.0125,1,149,809.93,0.673,,,,,,,1.0,2.0,809.99,,,,,,,26.7,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_212.png
4430,Bioterg i wt.%,MnO2,0.0125,1,150,814.93,0.735,,,,,,,0.0,0.0,814.99,,,,,,,24.6,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_213.png
4431,Bioterg i wt.%,MnO2,0.0125,1,151,819.93,0.701,,,,,,,0.0,0.0,819.99,,,,,,,24.4,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_214.png
4432,Bioterg i wt.%,MnO2,0.0125,1,152,824.93,0.688,,,,,,,0.0,0.0,824.99,,,,,,,24.4,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_215.png
4433,Bioterg i wt.%,MnO2,0.0125,1,153,829.93,0.624,,,,,,,1.0,1.0,829.99,,,,,,,24.1,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_216.png
4434,Bioterg i wt.%,MnO2,0.0125,1,154,834.93,0.618,,,,,,,1.0,0.0,834.99,,,,,,,24.0,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_217.png
4435,Bioterg i wt.%,MnO2,0.0125,1,155,839.93,0.62,,,,,,,1.0,0.0,839.99,,,,,,,23.5,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_218.png
4436,Bioterg i wt.%,MnO2,0.0125,1,156,844.93,0.589,,,,,,,1.0,0.0,844.99,,,,,,,23.0,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_219.png
4437,Bioterg i wt.%,MnO2,0.0125,1,157,849.93,0.584,,,,,,,1.0,0.0,849.99,,,,,,,22.9,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_220.png
4438,Bioterg i wt.%,MnO2,0.0125,1,158,854.93,0.575,,,,,,,1.0,0.0,854.99,,,,,,,22.5,47.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_221.png
4439,Bioterg i wt.%,MnO2,0.0125,1,159,859.93,0.662,,,,,,,1.0,1.0,859.99,,,,,,,22.2,49.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_222.png
4440,Bioterg i wt.%,MnO2,0.0125,1,160,864.93,0.638,,,,,,,1.0,1.0,864.99,,,,,,,22.2,49.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_223.png
4441,Bioterg i wt.%,MnO2,0.0125,1,161,869.93,0.634,,,,,,,1.0,1.0,869.99,,,,,,,21.7,49.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_224.png
4442,Bioterg i wt.%,MnO2,0.0125,1,162,874.93,0.623,,,,,,,1.0,0.0,874.99,,,,,,,21.1,49.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_225.png
4443,Bioterg i wt.%,MnO2,0.0125,1,163,879.93,0.558,,,,,,,1.0,0.0,879.99,,,,,,,20.8,49.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_226.png
4444,Bioterg i wt.%,MnO2,0.0125,1,164,884.93,0.539,,,,,,,1.0,-1.0,884.99,,,,,,,20.6,47.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_227.png
4445,Bioterg i wt.%,MnO2,0.0125,1,165,889.93,0.539,,,,,,,1.0,-1.0,889.99,,,,,,,20.3,47.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_228.png
4446,Bioterg i wt.%,MnO2,0.0125,1,166,894.93,0.531,,,,,,,1.0,-1.0,894.99,,,,,,,20.2,47.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_229.png
4447,Bioterg i wt.%,MnO2,0.0125,1,167,899.93,0.504,,,,,,,0.0,-1.0,899.99,,,,,,,20.0,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_230.png
4448,Bioterg i wt.%,MnO2,0.0125,1,168,904.93,0.561,,,,,,,1.0,-1.0,904.99,,,,,,,19.4,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_231.png
4449,Bioterg i wt.%,MnO2,0.0125,1,169,909.93,0.637,,,,,,,1.0,2.0,909.99,,,,,,,19.1,42.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_232.png
4450,Bioterg i wt.%,MnO2,0.0125,1,170,914.93,0.486,,,,,,,2.0,4.0,914.99,,,,,,,19.1,42.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_233.png
4451,Bioterg i wt.%,MnO2,0.0125,1,171,919.93,0.401,,,,,,,1.0,,919.99,,,,,,,19.6,42.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_234.png
4452,Bioterg i wt.%,MnO2,0.0125,1,172,924.94,0.513,,,,,,,1.0,,924.99,,,,,,,19.9,42.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_235.png
4453,Bioterg i wt.%,MnO2,0.0125,1,173,929.94,0.831,,,,,,,,,929.99,,,,,,,19.8,42.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_236.png
4454,Bioterg i wt.%,MnO2,0.0125,1,174,934.94,0.0,,,,,,,,,934.99,,,,,,,19.3,40.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_237.png
4455,Bioterg i wt.%,MnO2,0.0125,1,175,939.94,0.0,,,,,,,,,939.99,,,,,,,19.2,40.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_238.png
4456,Bioterg i wt.%,MnO2,0.0125,1,176,944.94,0.0,,,,,,,,,944.99,,,,,,,18.9,42.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_239.png
4457,Bioterg i wt.%,MnO2,0.0125,1,177,949.94,0.0,,,,,,,,,949.99,,,,,,,18.6,42.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_240.png
4458,Bioterg i wt.%,MnO2,0.0125,1,178,954.94,0.0,,,,,,,,,954.99,,,,,,,18.3,42.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_241.png
4459,Bioterg i wt.%,MnO2,0.0125,1,179,959.94,0.0,,,,,,,,,959.99,,,,,,,18.3,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_242.png
4460,Bioterg i wt.%,MnO2,0.0125,1,180,964.94,0.0,,,,,,,,,964.99,,,,,,,18.1,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_243.png
4461,Bioterg i wt.%,MnO2,0.0125,1,181,969.94,0.0,,,,,,,,,969.99,,,,,,,18.0,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_244.png
4462,Bioterg i wt.%,MnO2,0.0125,1,182,974.94,0.0,,,,,,,,,974.99,,,,,,,18.0,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_245.png
4463,Bioterg i wt.%,MnO2,0.0125,1,183,979.94,0.0,,,,,,,,,979.99,,,,,,,17.5,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_246.png
4464,Bioterg i wt.%,MnO2,0.0125,1,184,984.94,0.0,,,,,,,,,984.99,,,,,,,17.3,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_247.png
4465,Bioterg i wt.%,MnO2,0.0125,1,185,989.94,0.0,,,,,,,,,989.99,,,,,,,17.1,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_248.png
4466,Bioterg i wt.%,MnO2,0.0125,1,186,994.94,0.0,,,,,,,,,994.99,,,,,,,17.0,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_249.png
4467,Bioterg i wt.%,MnO2,0.0125,1,187,999.94,0.0,,,,,,,,,999.99,,,,,,,16.7,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_250.png
4468,Bioterg i wt.%,MnO2,0.0125,1,188,1004.94,0.0,,,,,,,,,1004.99,,,,,,,16.4,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_251.png
4469,Bioterg i wt.%,MnO2,0.0125,1,189,1009.94,0.0,,,,,,,,,1009.99,,,,,,,16.0,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_252.png
4470,Bioterg i wt.%,MnO2,0.0125,1,190,1014.94,0.0,,,,,,,,,1014.99,,,,,,,14.9,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_253.png
4471,Bioterg i wt.%,MnO2,0.0125,1,191,1019.94,0.0,,,,,,,,,1019.99,,,,,,,14.7,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_254.png
4472,Bioterg i wt.%,MnO2,0.0125,1,192,1024.94,0.0,,,,,,,,,1024.99,,,,,,,14.8,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_255.png
4473,Bioterg i wt.%,MnO2,0.0125,1,193,1029.94,0.0,,,,,,,,,1029.99,,,,,,,14.7,47.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_256.png
4474,Bioterg i wt.%,MnO2,0.0125,1,194,1034.94,0.0,,,,,,,,,1034.99,,,,,,,14.9,47.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_257.png
4475,Bioterg i wt.%,MnO2,0.0125,1,195,1039.94,0.0,,,,,,,,,1039.99,,,,,,,15.3,47.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_258.png
4476,Bioterg i wt.%,MnO2,0.0125,1,196,1044.94,0.0,,,,,,,,,1044.99,,,,,,,15.5,49.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_259.png
4477,Bioterg i wt.%,MnO2,0.0125,1,197,1049.94,0.0,,,,,,,,,1049.99,,,,,,,15.3,49.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_260.png
4478,Bioterg i wt.%,MnO2,0.0125,1,198,1054.94,0.0,,,,,,,,,1054.99,,,,,,,15.3,49.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_261.png
4479,Bioterg i wt.%,MnO2,0.0125,1,199,1059.94,0.0,,,,,,,,,1059.99,,,,,,,14.9,47.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_262.png
4480,Bioterg i wt.%,MnO2,0.0125,1,200,1064.94,0.0,,,,,,,,,1064.99,,,,,,,14.8,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_263.png
4481,Bioterg i wt.%,MnO2,0.0125,1,201,1069.94,0.0,,,,,,,,,1069.99,,,,,,,14.8,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_264.png
4482,Bioterg i wt.%,MnO2,0.0125,1,202,1074.94,0.0,,,,,,,,,1074.99,,,,,,,14.7,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_265.png
4483,Bioterg i wt.%,MnO2,0.0125,1,203,1079.94,0.0,,,,,,,,,1079.99,,,,,,,14.5,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_266.png
4484,Bioterg i wt.%,MnO2,0.0125,1,204,1084.94,0.0,,,,,,,,,1084.99,,,,,,,14.4,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_267.png
4485,Bioterg i wt.%,MnO2,0.0125,1,205,1089.94,0.0,,,,,,,,,1089.99,,,,,,,14.4,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_268.png
4486,Bioterg i wt.%,MnO2,0.0125,1,206,1094.94,0.0,,,,,,,,,1094.99,,,,,,,14.1,43.9,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_269.png
4487,Bioterg i wt.%,MnO2,0.0125,1,207,1099.94,0.0,,,,,,,,,1099.99,,,,,,,14.1,42.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_270.png
4488,Bioterg i wt.%,MnO2,0.0125,1,208,1104.94,0.0,,,,,,,,,1104.99,,,,,,,13.8,40.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_271.png
4489,Bioterg i wt.%,MnO2,0.0125,1,209,1109.94,0.0,,,,,,,,,1109.99,,,,,,,13.8,40.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_272.png
4490,Bioterg i wt.%,MnO2,0.0125,1,210,1114.94,0.0,,,,,,,,,1114.99,,,,,,,13.5,38.1,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_273.png
4491,Bioterg i wt.%,MnO2,0.0125,1,211,1119.94,0.0,,,,,,,,,1119.99,,,,,,,13.4,38.1,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_274.png
4492,Bioterg i wt.%,MnO2,0.0125,1,212,1124.94,0.0,,,,,,,,,1124.99,,,,,,,12.8,38.1,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_275.png
4493,Bioterg i wt.%,MnO2,0.0125,1,213,1129.94,0.0,,,,,,,,,1129.99,,,,,,,12.8,38.1,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_276.png
4494,Bioterg i wt.%,MnO2,0.0125,1,214,1134.94,0.0,,,,,,,,,1134.99,,,,,,,12.6,38.1,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_277.png
4495,Bioterg i wt.%,MnO2,0.0125,1,215,1139.94,0.0,,,,,,,,,1139.99,,,,,,,12.5,38.1,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_278.png
4496,Bioterg i wt.%,MnO2,0.0125,1,216,1144.94,0.0,,,,,,,,,1144.99,,,,,,,12.3,40.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_279.png
4497,Bioterg i wt.%,MnO2,0.0125,1,217,1149.94,0.0,,,,,,,,,1149.99,,,,,,,12.6,40.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_280.png
4498,Bioterg i wt.%,MnO2,0.0125,1,218,1154.94,0.0,,,,,,,,,1154.99,,,,,,,12.5,40.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_281.png
4499,Bioterg i wt.%,MnO2,0.0125,1,219,1159.94,0.0,,,,,,,,,1159.99,,,,,,,12.4,40.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_282.png
4500,Bioterg i wt.%,MnO2,0.0125,1,220,1164.94,0.0,,,,,,,,,1164.99,,,,,,,12.1,40.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_283.png
4501,Bioterg i wt.%,MnO2,0.0125,1,221,1169.94,0.0,,,,,,,,,1169.99,,,,,,,12.3,40.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_284.png
4502,Bioterg i wt.%,MnO2,0.0125,1,222,1174.94,0.0,,,,,,,,,1174.99,,,,,,,12.2,42.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_285.png
4503,Bioterg i wt.%,MnO2,0.0125,1,223,1179.94,0.0,,,,,,,,,1179.99,,,,,,,11.9,42.0,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_286.png
4504,Bioterg i wt.%,MnO2,0.0125,1,224,1184.94,0.0,,,,,,,,,1184.99,,,,,,,11.8,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_287.png
4505,Bioterg i wt.%,MnO2,0.0125,1,225,1189.94,0.0,,,,,,,,,1189.99,,,,,,,11.5,45.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_288.png
4506,Bioterg i wt.%,MnO2,0.0125,1,226,1194.94,0.0,,,,,,,,,1194.99,,,,,,,10.9,47.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_289.png
4507,Bioterg i wt.%,MnO2,0.0125,1,227,1199.94,0.0,,,,,,,,,1199.99,,,,,,,10.9,47.8,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_290.png
4508,Bioterg i wt.%,MnO2,0.0125,1,228,1204.94,0.0,,,,,,,,,1204.99,,,,,,,11.2,49.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_291.png
4509,Bioterg i wt.%,MnO2,0.0125,1,229,1209.94,0.0,,,,,,,,,1209.99,,,,,,,11.4,49.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_292.png
4510,Bioterg i wt.%,MnO2,0.0125,1,230,1214.94,0.0,,,,,,,,,1214.99,,,,,,,11.4,49.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_293.png
4511,Bioterg i wt.%,MnO2,0.0125,1,231,1219.94,0.0,,,,,,,,,1219.99,,,,,,,11.4,49.7,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_294.png
4512,Bioterg i wt.%,MnO2,0.0125,1,232,1224.94,0.0,,,,,,,,,1224.99,,,,,,,11.5,51.6,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_295.png
4513,Bioterg i wt.%,MnO2,0.0125,1,233,1229.94,0.0,,,,,,,,,1229.99,,,,,,,11.5,51.6,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_296.png
4514,Bioterg i wt.%,MnO2,0.0125,1,234,1234.94,0.0,,,,,,,,,1234.99,,,,,,,11.3,51.6,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_297.png
4515,Bioterg i wt.%,MnO2,0.0125,1,235,1239.94,0.0,,,,,,,,,1239.99,,,,,,,11.3,51.6,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_298.png
4516,Bioterg i wt.%,MnO2,0.0125,1,236,1244.94,0.0,,,,,,,,,1244.99,,,,,,,11.7,51.6,,C:/Users/User/Desktop/AISCIA/task3/AISCIA_task3/Clean Data for Dr. Fadwa/Bioterg i wt.%\MnO2\0.0125\1\extracted_frames\frame_299.png
